10,256,0.1,2,1.31223842976
50,256,0.1,2,1.28380394591
100,256,0.1,2,1.26282430391
10,512,0.1,2,1.28666153331
50,512,0.1,2,1.26482206421
100,512,0.1,2,1.24838812379
10,1024,0.1,2,1.2450989969
50,1024,0.1,2,1.23055203475
100,1024,0.1,2,1.21933349974
10,256,0.1,3,1.39137409092
50,256,0.1,3,1.36122484119
100,256,0.1,3,1.33898000393
10,512,0.1,3,1.36930139471
50,512,0.1,3,1.34605921739
100,512,0.1,3,1.32856975575
10,1024,0.1,3,1.32747214149
50,1024,0.1,3,1.31196278277
100,1024,0.1,3,1.30000205295
10,256,0.1,4,1.46259618596
50,256,0.1,4,1.43090364694
100,256,0.1,4,1.40752013395
10,512,0.1,4,1.44367726996
50,512,0.1,4,1.41917265526
100,512,0.1,4,1.40073322451
10,1024,0.1,4,1.40160797163
50,1024,0.1,4,1.38523245598
100,1024,0.1,4,1.37260375084
10,256,0.1,5,1.5266960715
50,256,0.1,5,1.49361457212
100,256,0.1,5,1.46920625097
10,512,0.1,5,1.51061555769
50,512,0.1,5,1.48497474934
100,512,0.1,5,1.46568034639
10,1024,0.1,5,1.46833021875
50,1024,0.1,5,1.45117516187
100,1024,0.1,5,1.43794527894
10,256,0.1,6,1.58438596848
50,256,0.1,6,1.55005440478
100,256,0.1,6,1.52472375629
10,512,0.1,6,1.57086001665
50,512,0.1,6,1.54419663401
100,512,0.1,6,1.52413275609
10,1024,0.1,6,1.52838024116
50,1024,0.1,6,1.51052359717
100,1024,0.1,6,1.49675265423
10,256,0.1,7,1.60272251447
50,256,0.1,7,1.56339283816
100,256,0.1,7,1.53518196002
10,512,0.1,7,1.59634581948
50,512,0.1,7,1.56486839329
100,512,0.1,7,1.54186367538
10,1024,0.1,7,1.56022104991
50,1024,0.1,7,1.53815021029
100,1024,0.1,7,1.5216359602
10,256,0.1,8,1.64849224598
50,256,0.1,8,1.60803941284
100,256,0.1,8,1.57902290284
10,512,0.1,8,1.64428099845
50,512,0.1,8,1.611858366
100,512,0.1,8,1.58816286089
10,1024,0.1,8,1.60817905598
50,1024,0.1,8,1.58542980387
100,1024,0.1,8,1.56840793949
10,256,0.1,9,1.68968500434
50,256,0.1,9,1.64822133006
100,256,0.1,9,1.61847975139
10,512,0.1,9,1.68742265953
50,512,0.1,9,1.65414934144
100,512,0.1,9,1.62983212784
10,1024,0.1,9,1.65134126145
