10,256,0.1,2,1.27233864726
50,256,0.1,2,1.25770834162
100,256,0.1,2,1.2465266032
10,512,0.1,2,1.20555630637
50,512,0.1,2,1.19824429202
100,512,0.1,2,1.19251444808
10,1024,0.1,2,1.15418569415
50,1024,0.1,2,1.15091811489
100,1024,0.1,2,1.14831922721
10,256,0.1,3,1.33594016285
50,256,0.1,3,1.31651671803
100,256,0.1,3,1.30203850538
10,512,0.1,3,1.273481817
50,512,0.1,3,1.26290167297
100,512,0.1,3,1.25480575676
10,1024,0.1,3,1.22479241672
50,1024,0.1,3,1.2195572297
100,1024,0.1,3,1.21547858324
10,256,0.1,4,1.389250346
50,256,0.1,4,1.36498648664
100,256,0.1,4,1.34721895647
10,512,0.1,4,1.33200593202
50,512,0.1,4,1.3180276455
100,512,0.1,4,1.30749265628
10,1024,0.1,4,1.28678945662
50,1024,0.1,4,1.2794604015
100,1024,0.1,4,1.273815731
10,256,0.1,5,1.4335654634
50,256,0.1,5,1.40448718495
100,256,0.1,5,1.38348487337
10,512,0.1,5,1.38221027788
50,512,0.1,5,1.3647588573
100,512,0.1,5,1.35175121027
10,1024,0.1,5,1.3411046891
50,1024,0.1,5,1.331589056
100,1024,0.1,5,1.32431756314
10,256,0.1,6,1.47002192631
50,256,0.1,6,1.43621088215
100,256,0.1,6,1.41206308669
10,512,0.1,6,1.42505400713
50,512,0.1,6,1.40409890321
100,512,0.1,6,1.38861632035
10,1024,0.1,6,1.38856685178
50,1024,0.1,6,1.37679999846
100,1024,0.1,6,1.36786201654
10,256,0.1,7,1.49961628164
50,256,0.1,7,1.46119564356
100,256,0.1,7,1.43401647982
10,512,0.1,7,1.46138774287
50,512,0.1,7,1.43693403199
100,512,0.1,7,1.41899885709
10,1024,0.1,7,1.42991615683
50,1024,0.1,7,1.4158568305
100,1024,0.1,7,1.40523014595
10,256,0.1,8,1.5232226373
50,256,0.1,8,1.48034578072
100,256,0.1,8,1.45026637915
10,512,0.1,8,1.49196591788
50,512,0.1,8,1.46404696801
100,512,0.1,8,1.44370066798
10,1024,0.1,8,1.46581376297
50,1024,0.1,8,1.44944011378
100,1024,0.1,8,1.43711684951
10,256,0.1,9,1.54160786238
50,256,0.1,9,1.49444934782
100,256,0.1,9,1.46161176193
10,512,0.1,9,1.51745769552
50,512,0.1,9,1.48612907891
100,512,0.1,9,1.46342773274
10,1024,0.1,9,1.49685023029
50,1024,0.1,9,1.47815641925
100,1024,0.1,9,1.46414039817
10,256,0.1,10,1.5554448553
50,256,0.1,10,1.50419327511
100,256,0.1,10,1.46874575749
10,512,0.1,10,1.53845663806
50,512,0.1,10,1.50379109142
100,512,0.1,10,1.47880170058
10,1024,0.1,10,1.5235530676
50,1024,0.1,10,1.50254638481
100,1024,0.1,10,1.48685090369
10,256,0.2,2,1.33073302333
50,256,0.2,2,1.31543125528
100,256,0.2,2,1.30373632752
10,512,0.2,2,1.26192601556
50,512,0.2,2,1.25427210418
100,512,0.2,2,1.24827434273
10,1024,0.2,2,1.20865047044
50,1024,0.2,2,1.20522869764
100,1024,0.2,2,1.20250717125
10,256,0.2,3,1.43111297091
